agent_id,persona_base,persona_mixture,income_monthly,housing_ratio,wtp_monthly,bed_need,sf_pref_low,sf_pref_high,floor_pref,noise_tol,elasticity,cultural_fit,availability_month,style_words,amenity_rank
A2804,young_pro,"{'young_pro': 0.272, 'grad_student_intl': 0.262, 'affluent_couple': 0.196, 'med_resident': 0.173, 'retired_urbanite': 0.098}",9181.0,0.297,2670,1,571,808,med,low,0.92,0.65,1,"['warm_wood', 'task_lighting', 'soft_light']","['bike_storage', 'elevator_proximity', 'gym']"
A2805,young_pro,"{'young_pro': 0.358, 'grad_student_intl': 0.284, 'affluent_couple': 0.185, 'med_resident': 0.102, 'retired_urbanite': 0.071}",8970.0,0.264,2368,2,655,767,low,high,0.93,0.48,1,"['soft_light', 'compact', 'task_lighting']","['bike_storage', 'in_unit_laundry', 'laundry_shared']"
A2806,young_pro,"{'young_pro': 0.313, 'grad_student_intl': 0.309, 'affluent_couple': 0.167, 'med_resident': 0.148, 'retired_urbanite': 0.063}",9348.0,0.277,2646,2,651,790,med,med,1.02,0.33,3,"['soft_light', 'non_slip', 'soft_brightness']","['roof_deck', 'bike_storage', 'study_lounge']"
A2807,grad_student_intl,"{'young_pro': 0.263, 'grad_student_intl': 0.32, 'affluent_couple': 0.18, 'med_resident': 0.157, 'retired_urbanite': 0.08}",9327.0,0.28,2539,1,555,701,high,low,0.92,0.57,6,"['minimal', 'soft_light', 'non_slip']","['bike_storage', 'laundry', 'roof_deck']"
A2808,grad_student_intl,"{'young_pro': 0.261, 'grad_student_intl': 0.296, 'affluent_couple': 0.181, 'med_resident': 0.174, 'retired_urbanite': 0.088}",3271.0,0.272,881,1,479,694,low,med,0.79,0.54,3,"['task_lighting', 'classic', 'soft_light']","['laundry', 'roof_deck', 'study_lounge']"
A2809,young_pro,"{'young_pro': 0.289, 'grad_student_intl': 0.251, 'affluent_couple': 0.238, 'med_resident': 0.124, 'retired_urbanite': 0.099}",7149.0,0.327,2276,1,678,917,high,med,0.93,0.66,2,"['soft_light', 'minimal', 'warm_wood']","['bike_storage', 'gym', 'package_room']"
A2810,young_pro,"{'young_pro': 0.26, 'grad_student_intl': 0.254, 'affluent_couple': 0.188, 'med_resident': 0.206, 'retired_urbanite': 0.092}",6543.0,0.291,1893,2,619,735,med,med,1.19,0.47,4,"['matte_black', 'calm_tone', 'minimal']","['quiet_zone', 'gym', 'laundry_shared']"
A2811,grad_student_intl,"{'young_pro': 0.235, 'grad_student_intl': 0.279, 'affluent_couple': 0.184, 'med_resident': 0.166, 'retired_urbanite': 0.137}",7212.0,0.281,1968,0,623,783,high,low,0.92,0.68,2,"['task_lighting', 'modern_lux', 'budget_friendly']","['gym', 'elevator_proximity', 'roof_deck']"
A2812,young_pro,"{'young_pro': 0.38, 'grad_student_intl': 0.215, 'affluent_couple': 0.177, 'med_resident': 0.135, 'retired_urbanite': 0.093}",7714.0,0.281,2161,1,478,681,high,high,1.15,0.65,5,"['soft_light', 'compact', 'modern_lux']","['concierge', 'gym', 'roof_deck']"
A2813,grad_student_intl,"{'young_pro': 0.295, 'grad_student_intl': 0.313, 'affluent_couple': 0.165, 'med_resident': 0.072, 'retired_urbanite': 0.154}",8517.0,0.314,2650,1,628,788,high,low,1.05,0.48,1,"['compact', 'soft_light', 'calm']","['in_unit_laundry', 'wifi', 'laundry_shared']"
A2814,young_pro,"{'young_pro': 0.308, 'grad_student_intl': 0.229, 'affluent_couple': 0.171, 'med_resident': 0.185, 'retired_urbanite': 0.107}",7988.0,0.26,2078,1,464,636,med,high,0.88,0.73,2,"['task_lighting', 'classic', 'soft_brightness']","['in_unit_laundry', 'package_room', '24hr_access']"
A2815,young_pro,"{'young_pro': 0.331, 'grad_student_intl': 0.19, 'affluent_couple': 0.229, 'med_resident': 0.183, 'retired_urbanite': 0.067}",6975.0,0.295,1990,3,662,815,med,high,1.02,0.54,1,"['warm_wood', 'matte_black', 'calm_tone']","['in_unit_laundry', 'roof_deck', 'laundry_shared']"
A2816,grad_student_intl,"{'young_pro': 0.258, 'grad_student_intl': 0.266, 'affluent_couple': 0.157, 'med_resident': 0.228, 'retired_urbanite': 0.09}",8174.0,0.316,2501,1,407,588,med,med,1.01,0.48,1,"['minimal', 'non_slip', 'budget_friendly']","['in_unit_laundry', 'gym', 'laundry_shared']"
A2817,grad_student_intl,"{'young_pro': 0.227, 'grad_student_intl': 0.263, 'affluent_couple': 0.131, 'med_resident': 0.244, 'retired_urbanite': 0.135}",8878.0,0.269,2385,0,665,827,med,low,0.92,0.62,2,"['warm_wood', 'soft_light', 'minimal']","['study_lounge', 'roof_deck', 'in_unit_laundry']"
A2818,affluent_couple,"{'young_pro': 0.25, 'grad_student_intl': 0.255, 'affluent_couple': 0.261, 'med_resident': 0.167, 'retired_urbanite': 0.067}",8364.0,0.304,2511,1,491,708,med,low,1.0,0.59,3,"['soft_light', 'warm_wood', 'task_lighting']","['elevator_proximity', 'laundry_shared', 'roof_deck']"
A2819,young_pro,"{'young_pro': 0.364, 'grad_student_intl': 0.229, 'affluent_couple': 0.181, 'med_resident': 0.119, 'retired_urbanite': 0.108}",9796.0,0.299,2834,1,551,750,med,high,0.87,0.46,2,"['minimal', 'warm_wood', 'calm']","['wifi', 'gym', 'roof_deck']"
A2820,young_pro,"{'young_pro': 0.291, 'grad_student_intl': 0.22, 'affluent_couple': 0.234, 'med_resident': 0.155, 'retired_urbanite': 0.1}",6115.0,0.258,1561,1,478,638,high,med,0.82,0.69,2,"['calm', 'soft_light', 'budget_friendly']","['roof_deck', 'elevator_proximity', 'laundry_shared']"
A2821,young_pro,"{'young_pro': 0.285, 'grad_student_intl': 0.22, 'affluent_couple': 0.208, 'med_resident': 0.18, 'retired_urbanite': 0.107}",7375.0,0.271,2004,1,516,693,high,med,0.93,0.59,1,"['non_slip', 'matte_black', 'soft_light']","['bike_storage', 'laundry_shared', 'in_unit_laundry']"
A2822,young_pro,"{'young_pro': 0.361, 'grad_student_intl': 0.192, 'affluent_couple': 0.179, 'med_resident': 0.151, 'retired_urbanite': 0.117}",6692.0,0.313,2068,1,873,1019,med,med,0.89,0.48,6,"['soft_brightness', 'minimal', 'classic']","['elevator_proximity', 'gym', 'community_room']"
A2823,grad_student_intl,"{'young_pro': 0.198, 'grad_student_intl': 0.243, 'affluent_couple': 0.199, 'med_resident': 0.169, 'retired_urbanite': 0.191}",7944.0,0.279,2173,2,664,886,high,low,0.89,0.33,1,"['compact', 'minimal', 'budget_friendly']","['quiet_zone', 'gym', 'laundry_shared']"
A2824,grad_student_intl,"{'young_pro': 0.301, 'grad_student_intl': 0.305, 'affluent_couple': 0.119, 'med_resident': 0.137, 'retired_urbanite': 0.137}",6014.0,0.285,1796,1,320,506,med,med,1.11,0.65,5,"['task_lighting', 'soft_light', 'matte_black']","['laundry_shared', 'in_unit_laundry', 'gym']"
A2825,young_pro,"{'young_pro': 0.293, 'grad_student_intl': 0.265, 'affluent_couple': 0.218, 'med_resident': 0.121, 'retired_urbanite': 0.104}",8272.0,0.257,2223,1,512,738,med,high,1.04,0.61,2,"['soft_light', 'calm_tone', 'minimal']","['gym', 'accessibility', 'laundry_shared']"
A2826,young_pro,"{'young_pro': 0.26, 'grad_student_intl': 0.235, 'affluent_couple': 0.214, 'med_resident': 0.176, 'retired_urbanite': 0.115}",4376.0,0.266,1109,2,562,669,low,med,0.85,0.61,1,"['matte_black', 'soft_light', 'budget_friendly']","['in_unit_laundry', 'gym', 'roof_deck']"
A2827,grad_student_intl,"{'young_pro': 0.238, 'grad_student_intl': 0.316, 'affluent_couple': 0.153, 'med_resident': 0.177, 'retired_urbanite': 0.116}",6285.0,0.297,1917,1,545,718,low,high,0.99,0.79,5,"['warm_wood', 'minimal', 'budget_friendly']","['gym', 'quiet_zone', '24hr_access']"
A2828,young_pro,"{'young_pro': 0.374, 'grad_student_intl': 0.217, 'affluent_couple': 0.165, 'med_resident': 0.129, 'retired_urbanite': 0.116}",9963.0,0.308,2919,1,519,705,med,low,1.06,0.22,1,"['soft_light', 'modern_lux', 'warm_wood']","['elevator_proximity', 'gym', 'concierge']"
A2829,young_pro,"{'young_pro': 0.338, 'grad_student_intl': 0.226, 'affluent_couple': 0.181, 'med_resident': 0.149, 'retired_urbanite': 0.106}",8552.0,0.264,2291,1,425,583,med,high,1.03,0.78,6,"['warm_wood', 'task_lighting', 'modern_lux']","['quiet_zone', 'package_room', 'gym']"
A2830,young_pro,"{'young_pro': 0.332, 'grad_student_intl': 0.288, 'affluent_couple': 0.186, 'med_resident': 0.148, 'retired_urbanite': 0.046}",8486.0,0.314,2691,1,624,812,high,med,1.05,0.79,1,"['warm_wood', 'compact', 'non_slip']","['study_lounge', 'wifi', 'laundry']"
A2831,young_pro,"{'young_pro': 0.333, 'grad_student_intl': 0.242, 'affluent_couple': 0.148, 'med_resident': 0.15, 'retired_urbanite': 0.127}",8163.0,0.326,2572,1,491,605,low,med,1.23,0.44,3,"['warm_wood', 'minimal', 'task_lighting']","['gym', 'concierge', 'study_lounge']"
A2832,young_pro,"{'young_pro': 0.267, 'grad_student_intl': 0.22, 'affluent_couple': 0.224, 'med_resident': 0.188, 'retired_urbanite': 0.102}",8721.0,0.303,2741,2,395,547,med,low,0.99,0.74,1,"['task_lighting', 'soft_light', 'minimal']","['24hr_access', 'laundry_shared', 'package_room']"
A2833,young_pro,"{'young_pro': 0.285, 'grad_student_intl': 0.279, 'affluent_couple': 0.203, 'med_resident': 0.114, 'retired_urbanite': 0.119}",9636.0,0.288,2743,1,556,704,high,low,1.14,0.47,1,"['warm_wood', 'task_lighting', 'compact']","['bike_storage', 'gym', 'in_unit_laundry']"
A2834,young_pro,"{'young_pro': 0.324, 'grad_student_intl': 0.286, 'affluent_couple': 0.174, 'med_resident': 0.173, 'retired_urbanite': 0.044}",8027.0,0.321,2502,1,450,615,med,med,0.95,0.43,2,"['warm_wood', 'art_display', 'budget_friendly']","['roof_deck', 'gym', 'concierge']"
A2835,grad_student_intl,"{'young_pro': 0.278, 'grad_student_intl': 0.291, 'affluent_couple': 0.213, 'med_resident': 0.121, 'retired_urbanite': 0.097}",6000.0,0.269,1574,1,572,751,med,low,1.14,0.57,4,"['soft_light', 'compact', 'budget_friendly']","['concierge', 'roof_deck', 'laundry_shared']"
A2836,affluent_couple,"{'young_pro': 0.218, 'grad_student_intl': 0.273, 'affluent_couple': 0.28, 'med_resident': 0.13, 'retired_urbanite': 0.1}",10555.0,0.276,2866,2,448,689,med,low,1.0,0.87,1,"['budget_friendly', 'calm', 'compact']","['package_room', 'gym', 'concierge']"
A2837,young_pro,"{'young_pro': 0.385, 'grad_student_intl': 0.224, 'affluent_couple': 0.212, 'med_resident': 0.114, 'retired_urbanite': 0.066}",4838.0,0.323,1493,1,679,837,med,med,1.18,0.65,1,"['task_lighting', 'minimal', 'soft_brightness']","['gym', 'package_room', 'study_lounge']"
A2838,young_pro,"{'young_pro': 0.271, 'grad_student_intl': 0.243, 'affluent_couple': 0.247, 'med_resident': 0.119, 'retired_urbanite': 0.121}",7252.0,0.274,1973,1,592,860,high,med,1.15,0.6,1,"['soft_light', 'budget_friendly', 'classic']","['24hr_access', 'gym', 'study_lounge']"
A2839,grad_student_intl,"{'young_pro': 0.234, 'grad_student_intl': 0.356, 'affluent_couple': 0.218, 'med_resident': 0.14, 'retired_urbanite': 0.053}",6245.0,0.297,1778,1,498,657,med,high,1.01,0.72,1,"['modern_lux', 'non_slip', 'task_lighting']","['roof_deck', 'laundry_shared', 'package_room']"
A2840,young_pro,"{'young_pro': 0.401, 'grad_student_intl': 0.209, 'affluent_couple': 0.22, 'med_resident': 0.084, 'retired_urbanite': 0.086}",8523.0,0.322,2871,3,534,794,low,med,1.04,0.5,3,"['classic', 'art_display', 'soft_brightness']","['roof_deck', 'gym', 'community_room']"
A2841,affluent_couple,"{'young_pro': 0.238, 'grad_student_intl': 0.225, 'affluent_couple': 0.289, 'med_resident': 0.159, 'retired_urbanite': 0.089}",9345.0,0.258,2331,1,404,611,med,med,0.85,0.82,1,"['soft_brightness', 'art_display', 'budget_friendly']","['laundry_shared', 'wifi', 'quiet_zone']"
A2842,young_pro,"{'young_pro': 0.302, 'grad_student_intl': 0.239, 'affluent_couple': 0.187, 'med_resident': 0.198, 'retired_urbanite': 0.074}",9988.0,0.325,3157,2,438,610,low,high,1.01,0.82,2,"['soft_light', 'calm_tone', 'minimal']","['concierge', 'elevator_proximity', 'gym']"
A2843,grad_student_intl,"{'young_pro': 0.265, 'grad_student_intl': 0.341, 'affluent_couple': 0.147, 'med_resident': 0.15, 'retired_urbanite': 0.097}",8523.0,0.265,2156,1,459,655,med,med,0.98,0.65,3,"['calm', 'task_lighting', 'art_display']","['gym', '24hr_access', 'bike_storage']"
A2844,young_pro,"{'young_pro': 0.302, 'grad_student_intl': 0.217, 'affluent_couple': 0.213, 'med_resident': 0.179, 'retired_urbanite': 0.09}",7721.0,0.319,2349,1,552,752,low,med,1.17,0.47,2,"['soft_light', 'matte_black', 'warm_wood']","['quiet_zone', 'gym', 'package_room']"
A2845,young_pro,"{'young_pro': 0.365, 'grad_student_intl': 0.2, 'affluent_couple': 0.125, 'med_resident': 0.186, 'retired_urbanite': 0.125}",9125.0,0.283,2604,1,580,769,med,low,0.99,0.75,2,"['compact', 'soft_light', 'minimal']","['in_unit_laundry', 'laundry_shared', 'community_room']"
A2846,young_pro,"{'young_pro': 0.283, 'grad_student_intl': 0.197, 'affluent_couple': 0.271, 'med_resident': 0.158, 'retired_urbanite': 0.09}",9746.0,0.293,2735,2,563,751,high,high,1.01,0.64,3,"['warm_wood', 'classic', 'minimal']","['in_unit_laundry', 'gym', 'package_room']"
A2847,grad_student_intl,"{'young_pro': 0.23, 'grad_student_intl': 0.314, 'affluent_couple': 0.198, 'med_resident': 0.104, 'retired_urbanite': 0.155}",8285.0,0.291,2372,2,602,755,high,med,0.99,0.69,2,"['task_lighting', 'calm', 'matte_black']","['gym', 'quiet_zone', 'community_room']"
A2848,young_pro,"{'young_pro': 0.278, 'grad_student_intl': 0.223, 'affluent_couple': 0.248, 'med_resident': 0.154, 'retired_urbanite': 0.097}",7250.0,0.262,1910,2,463,658,low,med,1.03,0.76,3,"['minimal', 'non_slip', 'soft_brightness']","['wifi', 'gym', 'elevator_proximity']"
A2849,grad_student_intl,"{'young_pro': 0.259, 'grad_student_intl': 0.264, 'affluent_couple': 0.249, 'med_resident': 0.123, 'retired_urbanite': 0.106}",5871.0,0.271,1611,2,435,601,med,med,0.89,0.66,1,"['minimal', 'compact', 'calm_tone']","['wifi', 'roof_deck', 'concierge']"
A2850,young_pro,"{'young_pro': 0.363, 'grad_student_intl': 0.176, 'affluent_couple': 0.245, 'med_resident': 0.128, 'retired_urbanite': 0.088}",7730.0,0.286,2125,1,631,856,med,med,1.1,0.46,2,"['art_display', 'soft_light', 'warm_wood']","['gym', 'quiet_zone', 'study_lounge']"
A2851,young_pro,"{'young_pro': 0.427, 'grad_student_intl': 0.212, 'affluent_couple': 0.165, 'med_resident': 0.119, 'retired_urbanite': 0.077}",7891.0,0.266,1995,2,613,786,high,med,0.96,0.82,5,"['soft_light', 'soft_brightness', 'warm_wood']","['laundry', 'roof_deck', 'elevator_proximity']"
A2852,young_pro,"{'young_pro': 0.304, 'grad_student_intl': 0.269, 'affluent_couple': 0.234, 'med_resident': 0.082, 'retired_urbanite': 0.111}",6144.0,0.297,1874,1,491,694,high,high,0.81,0.64,1,"['modern_lux', 'soft_light', 'art_display']","['roof_deck', 'community_room', 'concierge']"
A2853,affluent_couple,"{'young_pro': 0.22, 'grad_student_intl': 0.266, 'affluent_couple': 0.302, 'med_resident': 0.131, 'retired_urbanite': 0.081}",6978.0,0.251,1745,0,540,733,low,high,0.92,0.64,6,"['warm_wood', 'task_lighting', 'modern_lux']","['laundry_shared', 'quiet_zone', 'concierge']"
A2854,young_pro,"{'young_pro': 0.259, 'grad_student_intl': 0.235, 'affluent_couple': 0.204, 'med_resident': 0.188, 'retired_urbanite': 0.113}",6922.0,0.263,1859,1,634,818,high,low,1.03,0.68,4,"['warm_wood', 'calm_tone', 'soft_light']","['laundry_shared', 'in_unit_laundry', 'concierge']"
A2855,young_pro,"{'young_pro': 0.371, 'grad_student_intl': 0.18, 'affluent_couple': 0.212, 'med_resident': 0.155, 'retired_urbanite': 0.081}",6431.0,0.315,2010,2,413,625,high,low,0.85,0.64,1,"['task_lighting', 'warm_wood', 'matte_black']","['laundry', 'laundry_shared', 'in_unit_laundry']"
A2856,grad_student_intl,"{'young_pro': 0.253, 'grad_student_intl': 0.28, 'affluent_couple': 0.198, 'med_resident': 0.166, 'retired_urbanite': 0.103}",9304.0,0.26,2401,1,541,658,med,med,0.93,0.7,1,"['warm_wood', 'minimal', 'soft_brightness']","['roof_deck', 'study_lounge', 'concierge']"
A2857,young_pro,"{'young_pro': 0.327, 'grad_student_intl': 0.195, 'affluent_couple': 0.167, 'med_resident': 0.187, 'retired_urbanite': 0.124}",4950.0,0.325,1605,3,418,632,med,low,0.94,0.62,5,"['classic', 'warm_wood', 'soft_light']","['in_unit_laundry', 'quiet_zone', 'bike_storage']"
A2858,young_pro,"{'young_pro': 0.299, 'grad_student_intl': 0.206, 'affluent_couple': 0.199, 'med_resident': 0.184, 'retired_urbanite': 0.113}",10207.0,0.277,2721,2,522,647,med,med,1.15,0.56,7,"['modern_lux', 'matte_black', 'budget_friendly']","['laundry', 'study_lounge', 'gym']"
A2859,young_pro,"{'young_pro': 0.34, 'grad_student_intl': 0.28, 'affluent_couple': 0.219, 'med_resident': 0.105, 'retired_urbanite': 0.055}",6362.0,0.283,1749,1,416,662,low,med,1.0,0.51,5,"['minimal', 'task_lighting', 'calm_tone']","['24hr_access', 'gym', 'roof_deck']"
A2860,young_pro,"{'young_pro': 0.28, 'grad_student_intl': 0.234, 'affluent_couple': 0.233, 'med_resident': 0.146, 'retired_urbanite': 0.107}",5764.0,0.292,1632,1,437,627,high,med,1.15,0.52,3,"['art_display', 'budget_friendly', 'soft_brightness']","['community_room', 'gym', 'bike_storage']"
A2861,young_pro,"{'young_pro': 0.333, 'grad_student_intl': 0.233, 'affluent_couple': 0.206, 'med_resident': 0.105, 'retired_urbanite': 0.124}",9631.0,0.273,2636,1,491,660,med,low,0.91,0.55,1,"['calm', 'minimal', 'soft_light']","['laundry_shared', 'concierge', 'gym']"
A2862,young_pro,"{'young_pro': 0.284, 'grad_student_intl': 0.25, 'affluent_couple': 0.194, 'med_resident': 0.157, 'retired_urbanite': 0.115}",7965.0,0.318,2600,1,687,861,low,low,0.88,0.74,7,"['minimal', 'modern_lux', 'task_lighting']","['gym', 'in_unit_laundry', 'package_room']"
A2863,young_pro,"{'young_pro': 0.312, 'grad_student_intl': 0.279, 'affluent_couple': 0.157, 'med_resident': 0.116, 'retired_urbanite': 0.136}",9995.0,0.272,2622,1,748,882,med,med,0.95,0.54,4,"['minimal', 'soft_light', 'non_slip']","['bike_storage', 'in_unit_laundry', 'community_room']"
A2864,young_pro,"{'young_pro': 0.266, 'grad_student_intl': 0.2, 'affluent_couple': 0.161, 'med_resident': 0.183, 'retired_urbanite': 0.19}",5758.0,0.306,1777,2,606,753,med,low,1.17,0.57,2,"['non_slip', 'minimal', 'warm_wood']","['community_room', 'in_unit_laundry', 'accessibility']"
A2865,young_pro,"{'young_pro': 0.286, 'grad_student_intl': 0.244, 'affluent_couple': 0.22, 'med_resident': 0.146, 'retired_urbanite': 0.104}",7651.0,0.287,2099,1,504,699,low,med,1.01,0.58,18,"['soft_brightness', 'soft_light', 'calm']","['gym', 'bike_storage', 'roof_deck']"
A2866,young_pro,"{'young_pro': 0.293, 'grad_student_intl': 0.168, 'affluent_couple': 0.242, 'med_resident': 0.193, 'retired_urbanite': 0.104}",12429.0,0.303,3769,1,526,733,med,med,1.01,0.67,3,"['warm_wood', 'minimal', 'soft_light']","['wifi', 'roof_deck', '24hr_access']"
A2867,young_pro,"{'young_pro': 0.29, 'grad_student_intl': 0.273, 'affluent_couple': 0.181, 'med_resident': 0.181, 'retired_urbanite': 0.075}",8112.0,0.311,2469,1,580,692,med,med,1.05,0.68,1,"['soft_light', 'matte_black', 'art_display']","['roof_deck', 'gym', 'package_room']"
A2868,young_pro,"{'young_pro': 0.287, 'grad_student_intl': 0.228, 'affluent_couple': 0.24, 'med_resident': 0.108, 'retired_urbanite': 0.136}",7692.0,0.288,2132,2,539,750,med,high,1.09,0.89,2,"['soft_light', 'warm_wood', 'minimal']","['gym', '24hr_access', 'roof_deck']"
A2869,grad_student_intl,"{'young_pro': 0.223, 'grad_student_intl': 0.298, 'affluent_couple': 0.193, 'med_resident': 0.165, 'retired_urbanite': 0.121}",9838.0,0.312,3117,2,585,790,med,med,1.02,0.38,2,"['budget_friendly', 'soft_light', 'task_lighting']","['study_lounge', 'gym', 'accessibility']"
A2870,young_pro,"{'young_pro': 0.322, 'grad_student_intl': 0.276, 'affluent_couple': 0.141, 'med_resident': 0.143, 'retired_urbanite': 0.117}",9142.0,0.297,2782,1,543,659,high,med,0.97,0.55,1,"['warm_wood', 'soft_brightness', 'matte_black']","['gym', 'laundry', 'accessibility']"
A2871,grad_student_intl,"{'young_pro': 0.22, 'grad_student_intl': 0.274, 'affluent_couple': 0.244, 'med_resident': 0.146, 'retired_urbanite': 0.116}",7730.0,0.304,2401,2,595,739,med,med,1.17,0.68,1,"['minimal', 'classic', 'warm_wood']","['gym', 'study_lounge', 'bike_storage']"
A2872,young_pro,"{'young_pro': 0.271, 'grad_student_intl': 0.256, 'affluent_couple': 0.161, 'med_resident': 0.145, 'retired_urbanite': 0.167}",9042.0,0.326,2960,2,554,748,med,med,0.92,0.34,2,"['calm', 'budget_friendly', 'minimal']","['community_room', 'study_lounge', '24hr_access']"
A2873,young_pro,"{'young_pro': 0.405, 'grad_student_intl': 0.213, 'affluent_couple': 0.132, 'med_resident': 0.169, 'retired_urbanite': 0.08}",4892.0,0.328,1582,1,434,634,high,med,1.07,0.85,3,"['minimal', 'task_lighting', 'soft_light']","['study_lounge', '24hr_access', 'accessibility']"
A2874,young_pro,"{'young_pro': 0.248, 'grad_student_intl': 0.203, 'affluent_couple': 0.205, 'med_resident': 0.212, 'retired_urbanite': 0.132}",7877.0,0.251,1889,1,404,602,med,med,1.15,0.57,1,"['soft_brightness', 'soft_light', 'modern_lux']","['elevator_proximity', 'laundry_shared', 'in_unit_laundry']"
A2875,young_pro,"{'young_pro': 0.364, 'grad_student_intl': 0.241, 'affluent_couple': 0.214, 'med_resident': 0.133, 'retired_urbanite': 0.048}",9161.0,0.284,2597,0,662,818,high,low,0.95,0.47,3,"['soft_light', 'warm_wood', 'classic']","['roof_deck', 'gym', 'quiet_zone']"
A2876,grad_student_intl,"{'young_pro': 0.2, 'grad_student_intl': 0.318, 'affluent_couple': 0.202, 'med_resident': 0.169, 'retired_urbanite': 0.111}",7459.0,0.262,1878,1,593,809,high,high,0.94,0.73,3,"['modern_lux', 'non_slip', 'task_lighting']","['community_room', 'elevator_proximity', 'gym']"
A2877,grad_student_intl,"{'young_pro': 0.243, 'grad_student_intl': 0.325, 'affluent_couple': 0.208, 'med_resident': 0.141, 'retired_urbanite': 0.083}",7317.0,0.306,2240,1,657,891,med,low,0.8,0.26,1,"['task_lighting', 'compact', 'modern_lux']","['wifi', 'laundry', 'laundry_shared']"
A2878,young_pro,"{'young_pro': 0.244, 'grad_student_intl': 0.243, 'affluent_couple': 0.186, 'med_resident': 0.169, 'retired_urbanite': 0.157}",5174.0,0.251,1346,1,610,829,med,low,0.87,0.62,4,"['minimal', 'task_lighting', 'soft_light']","['roof_deck', 'wifi', 'package_room']"
A2879,grad_student_intl,"{'young_pro': 0.231, 'grad_student_intl': 0.285, 'affluent_couple': 0.217, 'med_resident': 0.176, 'retired_urbanite': 0.091}",10229.0,0.308,3190,1,525,729,med,med,0.87,0.44,2,"['modern_lux', 'soft_light', 'warm_wood']","['in_unit_laundry', 'roof_deck', 'accessibility']"
A2880,young_pro,"{'young_pro': 0.31, 'grad_student_intl': 0.27, 'affluent_couple': 0.166, 'med_resident': 0.153, 'retired_urbanite': 0.101}",8470.0,0.284,2473,2,572,742,med,low,1.05,0.58,5,"['soft_light', 'minimal', 'modern_lux']","['gym', 'quiet_zone', 'laundry']"
A2881,young_pro,"{'young_pro': 0.345, 'grad_student_intl': 0.278, 'affluent_couple': 0.194, 'med_resident': 0.119, 'retired_urbanite': 0.064}",8584.0,0.254,2179,1,486,614,high,high,0.96,0.65,2,"['compact', 'budget_friendly', 'soft_light']","['bike_storage', 'roof_deck', 'in_unit_laundry']"
A2882,young_pro,"{'young_pro': 0.289, 'grad_student_intl': 0.249, 'affluent_couple': 0.231, 'med_resident': 0.106, 'retired_urbanite': 0.125}",8790.0,0.29,2458,1,540,744,high,high,0.85,0.71,2,"['minimal', 'art_display', 'task_lighting']","['roof_deck', 'elevator_proximity', 'concierge']"
A2883,young_pro,"{'young_pro': 0.338, 'grad_student_intl': 0.248, 'affluent_couple': 0.128, 'med_resident': 0.203, 'retired_urbanite': 0.083}",5256.0,0.327,1645,1,445,551,high,med,0.87,0.65,1,"['soft_light', 'task_lighting', 'minimal']","['roof_deck', '24hr_access', 'package_room']"
A2884,grad_student_intl,"{'young_pro': 0.288, 'grad_student_intl': 0.325, 'affluent_couple': 0.249, 'med_resident': 0.094, 'retired_urbanite': 0.043}",9781.0,0.325,3203,1,596,787,med,med,1.0,0.9,1,"['task_lighting', 'art_display', 'minimal']","['gym', 'roof_deck', 'package_room']"
A2885,young_pro,"{'young_pro': 0.267, 'grad_student_intl': 0.264, 'affluent_couple': 0.239, 'med_resident': 0.122, 'retired_urbanite': 0.109}",9954.0,0.32,3121,1,484,660,med,low,1.04,0.6,2,"['soft_light', 'art_display', 'calm_tone']","['laundry_shared', '24hr_access', 'concierge']"
A2886,young_pro,"{'young_pro': 0.33, 'grad_student_intl': 0.302, 'affluent_couple': 0.169, 'med_resident': 0.082, 'retired_urbanite': 0.117}",5971.0,0.287,1647,1,717,835,med,med,0.9,0.54,2,"['compact', 'warm_wood', 'non_slip']","['in_unit_laundry', 'laundry_shared', 'gym']"
A2887,young_pro,"{'young_pro': 0.323, 'grad_student_intl': 0.195, 'affluent_couple': 0.258, 'med_resident': 0.146, 'retired_urbanite': 0.079}",10780.0,0.312,3448,1,454,648,med,high,1.12,0.78,1,"['warm_wood', 'minimal', 'modern_lux']","['study_lounge', 'gym', '24hr_access']"
A2888,young_pro,"{'young_pro': 0.358, 'grad_student_intl': 0.195, 'affluent_couple': 0.21, 'med_resident': 0.124, 'retired_urbanite': 0.114}",9886.0,0.253,2456,2,716,965,med,med,0.97,0.58,6,"['soft_brightness', 'art_display', 'calm_tone']","['elevator_proximity', 'community_room', 'roof_deck']"
A2889,grad_student_intl,"{'young_pro': 0.254, 'grad_student_intl': 0.278, 'affluent_couple': 0.234, 'med_resident': 0.147, 'retired_urbanite': 0.087}",9017.0,0.288,2476,1,481,635,med,med,0.96,0.65,5,"['non_slip', 'budget_friendly', 'warm_wood']","['wifi', 'laundry_shared', 'concierge']"
A2890,young_pro,"{'young_pro': 0.46, 'grad_student_intl': 0.247, 'affluent_couple': 0.133, 'med_resident': 0.119, 'retired_urbanite': 0.041}",6578.0,0.322,2014,1,495,724,low,med,1.2,0.0,2,"['budget_friendly', 'warm_wood', 'minimal']","['package_room', '24hr_access', 'roof_deck']"
A2891,young_pro,"{'young_pro': 0.304, 'grad_student_intl': 0.234, 'affluent_couple': 0.198, 'med_resident': 0.201, 'retired_urbanite': 0.062}",11083.0,0.313,3628,1,706,887,med,low,1.02,0.66,5,"['minimal', 'warm_wood', 'modern_lux']","['concierge', 'laundry_shared', 'roof_deck']"
